Array IDX,Name,Card 1,Card 2,Shape,Hand,Rank
557,8s8c,8c,8s,Pair,88,21
558,Ks8h,Ks,8h,Offsuit,K8o,112
559,6d2c,6d,2c,Offsuit,62o,163
560,9s6h,9s,6h,Offsuit,96o,134
561,Js6s,Js,6s,Suited,J6s,79
562,5d2c,5d,2c,Offsuit,52o,151
563,Qh7h,Qh,7h,Suited,Q7s,61
564,Ah2h,Ah,2h,Suited,A2s,39
565,QdJd,Qd,Jd,Suited,QJs,13
566,8s2c,8s,2c,Offsuit,82o,168
567,Qs9d,Qs,9d,Offsuit,Q9o,83
568,7h5c,7h,5c,Offsuit,75o,130
569,Ts6s,Ts,6s,Suited,T6s,74
570,7h2c,7h,2c,Offsuit,72o,169
571,7c6d,7c,6d,Offsuit,76o,121
572,9s8d,9s,8d,Offsuit,98o,99
573,Jd8s,Jd,8s,Offsuit,J8o,108
574,Qc4c,Qc,4c,Suited,Q4s,71
575,8c7h,8c,7h,Offsuit,87o,114
576,As3s,As,3s,Suited,A3s,33
577,Jc3c,Jc,3c,Suited,J3s,87
578,7c5c,7c,5c,Suited,75s,67
579,QdTh,Qd,Th,Offsuit,QTo,49
580,Js3c,Js,3c,Offsuit,J3o,153
581,Jc8h,Jc,8h,Offsuit,J8o,108
582,Kd6h,Kd,6h,Offsuit,K6o,125
583,8h7d,8h,7d,Offsuit,87o,114
584,Ks3s,Ks,3s,Suited,K3s,59
585,3d2d,3d,2d,Suited,32s,105
586,Js7d,Js,7d,Offsuit,J7o,129
587,Js6h,Js,6h,Offsuit,J6o,147
588,Qh4h,Qh,4h,Suited,Q4s,71
589,8d3c,8d,3c,Offsuit,83o,167
590,Th2d,Th,2d,Offsuit,T2o,162
591,Ks8s,Ks,8s,Suited,K8s,37
592,AsTc,As,Tc,Offsuit,ATo,42
593,Kd5d,Kd,5d,Suited,K5s,55
594,Ac9s,Ac,9s,Offsuit,A9o,76
595,AcJs,Ac,Js,Offsuit,AJo,27
596,JsTc,Js,Tc,Offsuit,JTo,47
597,Qd4s,Qd,4s,Offsuit,Q4o,143
598,Th7d,Th,7d,Offsuit,T7o,124
599,5c4h,5c,4h,Offsuit,54o,127
600,Th6h,Th,6h,Suited,T6s,74
601,Jd5h,Jd,5h,Offsuit,J5o,149
602,3s3d,3d,3s,Pair,33,51
603,6h6d,6d,6h,Pair,66,36
604,5s3d,5s,3d,Offsuit,53o,138
605,Ah9c,Ah,9c,Offsuit,A9o,76
606,JhTs,Jh,Ts,Offsuit,JTo,47
607,5c2h,5c,2h,Offsuit,52o,151
608,9s5s,9s,5s,Suited,95s,88
609,Jh5h,Jh,5h,Suited,J5s,82
610,KsTd,Ks,Td,Offsuit,KTo,45
611,8d3h,8d,3h,Offsuit,83o,167
612,Ad4c,Ad,4c,Offsuit,A4o,104
613,Kd6d,Kd,6d,Suited,K6s,53
614,8h4d,8h,4d,Offsuit,84o,156
615,3h3d,3d,3h,Pair,33,51
616,4s4h,4h,4s,Pair,44,50
617,9h2h,9h,2h,Suited,92s,111
618,Kc6h,Kc,6h,Offsuit,K6o,125
619,3c2c,3c,2c,Suited,32s,105
620,As9d,As,9d,Offsuit,A9o,76
621,Ks3d,Ks,3d,Offsuit,K3o,133
622,Qc9s,Qc,9s,Offsuit,Q9o,83
623,Jd5d,Jd,5d,Suited,J5s,82
624,6s2d,6s,2d,Offsuit,62o,163
625,AcTc,Ac,Tc,Suited,ATs,12
626,Js4c,Js,4c,Offsuit,J4o,152
627,Jh9h,Jh,9h,Suited,J9s,26
628,9d4h,9d,4h,Offsuit,94o,164
629,AcQd,Ac,Qd,Offsuit,AQo,18
630,Ks3c,Ks,3c,Offsuit,K3o,133
631,Ac6d,Ac,6d,Offsuit,A6o,113
632,7s5s,7s,5s,Suited,75s,67
633,8c4s,8c,4s,Offsuit,84o,156
634,AsTs,As,Ts,Suited,ATs,12
635,Th3c,Th,3c,Offsuit,T3o,160
636,KdTh,Kd,Th,Offsuit,KTo,45
637,6c5h,6c,5h,Offsuit,65o,123
638,Kc6d,Kc,6d,Offsuit,K6o,125
639,Th9c,Th,9c,Offsuit,T9o,73
640,Qc6d,Qc,6d,Offsuit,Q6o,137
641,9c7d,9c,7d,Offsuit,97o,119
642,As2d,As,2d,Offsuit,A2o,117
643,Jd9c,Jd,9c,Offsuit,J9o,80
644,Jc5h,Jc,5h,Offsuit,J5o,149
645,9c2c,9c,2c,Suited,92s,111
646,9s8c,9s,8c,Offsuit,98o,99
647,Jd4s,Jd,4s,Offsuit,J4o,152
648,AcTh,Ac,Th,Offsuit,ATo,42
649,Qc9d,Qc,9d,Offsuit,Q9o,83
650,9h5s,9h,5s,Offsuit,95o,150
651,Kc7c,Kc,7c,Suited,K7s,44
652,Ts2s,Ts,2s,Suited,T2s,98
653,Kh6h,Kh,6h,Suited,K6s,53
654,As5c,As,5c,Offsuit,A5o,101
655,JcTc,Jc,Tc,Suited,JTs,16
656,6c4s,6c,4s,Offsuit,64o,136
657,Qs3s,Qs,3s,Suited,Q3s,72
658,6s3h,6s,3h,Offsuit,63o,148
659,7c5h,7c,5h,Offsuit,75o,130
660,6d2s,6d,2s,Offsuit,62o,163
661,7c3d,7c,3d,Offsuit,73o,161
662,9s4d,9s,4d,Offsuit,94o,164
663,9d3s,9d,3s,Offsuit,93o,165
664,Ah3h,Ah,3h,Suited,A3s,33
665,Jh2s,Jh,2s,Offsuit,J2o,155
666,Ac5c,Ac,5c,Suited,A5s,28
667,6h3s,6h,3s,Offsuit,63o,148
668,KhJs,Kh,Js,Offsuit,KJo,31
669,JhTh,Jh,Th,Suited,JTs,16
670,As9s,As,9s,Suited,A9s,19
671,AdTc,Ad,Tc,Offsuit,ATo,42
672,Ah8c,Ah,8c,Offsuit,A8o,91
673,AcQc,Ac,Qc,Suited,AQs,6
674,Ah9h,Ah,9h,Suited,A9s,19
675,9s5c,9s,5c,Offsuit,95o,150
676,Jh9c,Jh,9c,Offsuit,J9o,80
677,6d5d,6d,5d,Suited,65s,63
678,7c6h,7c,6h,Offsuit,76o,121
679,Tc8d,Tc,8d,Offsuit,T8o,100
680,Tc5s,Tc,5s,Offsuit,T5o,157
681,7h7c,7c,7h,Pair,77,29
682,Jh4s,Jh,4s,Offsuit,J4o,152
683,Ac8c,Ac,8c,Suited,A8s,24
684,Tc4d,Tc,4d,Offsuit,T4o,158
685,8d4s,8d,4s,Offsuit,84o,156
686,QcJh,Qc,Jh,Offsuit,QJo,35
687,Qc6s,Qc,6s,Offsuit,Q6o,137
688,Jh5s,Jh,5s,Offsuit,J5o,149
689,KdQd,Kd,Qd,Suited,KQs,7
690,AcKh,Ac,Kh,Offsuit,AKo,11
691,Qc3d,Qc,3d,Offsuit,Q3o,144
692,6c4h,6c,4h,Offsuit,64o,136
693,Qh3s,Qh,3s,Offsuit,Q3o,144
694,9h3s,9h,3s,Offsuit,93o,165
695,Ac4h,Ac,4h,Offsuit,A4o,104
696,KdQs,Kd,Qs,Offsuit,KQo,20
697,9d6s,9d,6s,Offsuit,96o,134
698,Jc4d,Jc,4d,Offsuit,J4o,152
699,KsKd,Kd,Ks,Pair,KK,2
700,Kd2d,Kd,2d,Suited,K2s,60
701,QsTs,Qs,Ts,Suited,QTs,15
702,Qd4h,Qd,4h,Offsuit,Q4o,143
703,9c8s,9c,8s,Offsuit,98o,99
704,7d2s,7d,2s,Offsuit,72o,169
705,7h5d,7h,5d,Offsuit,75o,130
706,Kc8d,Kc,8d,Offsuit,K8o,112
707,7d5d,7d,5d,Suited,75s,67
708,Ac6s,Ac,6s,Offsuit,A6o,113
709,KcJs,Kc,Js,Offsuit,KJo,31
710,Ad5c,Ad,5c,Offsuit,A5o,101
711,7h3c,7h,3c,Offsuit,73o,161
712,8d5h,8d,5h,Offsuit,85o,139
713,Ts3d,Ts,3d,Offsuit,T3o,160
714,7s2d,7s,2d,Offsuit,72o,169
715,Ks6d,Ks,6d,Offsuit,K6o,125
716,Ts7d,Ts,7d,Offsuit,T7o,124
717,6s6c,6c,6s,Pair,66,36
718,9h3c,9h,3c,Offsuit,93o,165
719,JsJc,Jc,Js,Pair,JJ,5
720,Ac7c,Ac,7c,Suited,A7s,30
721,9s6d,9s,6d,Offsuit,96o,134
722,Ac6c,Ac,6c,Suited,A6s,34
723,9h5c,9h,5c,Offsuit,95o,150
724,Kh6c,Kh,6c,Offsuit,K6o,125
725,Kh2h,Kh,2h,Suited,K2s,60
726,6h2c,6h,2c,Offsuit,62o,163
727,KsKh,Kh,Ks,Pair,KK,2
728,Ad6h,Ad,6h,Offsuit,A6o,113
729,9c5s,9c,5s,Offsuit,95o,150
730,Kd9d,Kd,9d,Suited,K9s,22
731,Qc3h,Qc,3h,Offsuit,Q3o,144
732,4d3h,4d,3h,Offsuit,43o,142
733,8s8d,8d,8s,Pair,88,21
734,8h6s,8h,6s,Offsuit,86o,126
735,KdQh,Kd,Qh,Offsuit,KQo,20
736,Ks7d,Ks,7d,Offsuit,K7o,122
737,AsJc,As,Jc,Offsuit,AJo,27
738,AhTh,Ah,Th,Suited,ATs,12
739,8h8c,8c,8h,Pair,88,21
740,4d3d,4d,3d,Suited,43s,84
741,Ac5s,Ac,5s,Offsuit,A5o,101
742,Qh4s,Qh,4s,Offsuit,Q4o,143
743,Td8h,Td,8h,Offsuit,T8o,100
744,Qs6c,Qs,6c,Offsuit,Q6o,137
745,Ah8d,Ah,8d,Offsuit,A8o,91
746,6c3h,6c,3h,Offsuit,63o,148
747,KdTd,Kd,Td,Suited,KTs,14
748,Th6d,Th,6d,Offsuit,T6o,140
749,Tc8c,Tc,8c,Suited,T8s,38
750,Ks9s,Ks,9s,Suited,K9s,22
751,Qd8s,Qd,8s,Offsuit,Q8o,115
752,AhKh,Ah,Kh,Suited,AKs,4
753,8c4c,8c,4c,Suited,84s,94
754,Qs7s,Qs,7s,Suited,Q7s,61
755,AcKs,Ac,Ks,Offsuit,AKo,11
756,Kh8s,Kh,8s,Offsuit,K8o,112
757,5h3d,5h,3d,Offsuit,53o,138
758,6c5s,6c,5s,Offsuit,65o,123
759,Jd2c,Jd,2c,Offsuit,J2o,155
760,7s2s,7s,2s,Suited,72s,120
761,JdTd,Jd,Td,Suited,JTs,16
762,KsJs,Ks,Js,Suited,KJs,9
763,Kh8h,Kh,8h,Suited,K8s,37
764,Kh7h,Kh,7h,Suited,K7s,44
765,AdJd,Ad,Jd,Suited,AJs,8
766,9h7d,9h,7d,Offsuit,97o,119
767,9d3h,9d,3h,Offsuit,93o,165
768,Ad3c,Ad,3c,Offsuit,A3o,109
769,6c5c,6c,5c,Suited,65s,63
770,Td5s,Td,5s,Offsuit,T5o,157
771,JsTs,Js,Ts,Suited,JTs,16
772,Kd4c,Kd,4c,Offsuit,K4o,132
773,Th2s,Th,2s,Offsuit,T2o,162
774,6d5c,6d,5c,Offsuit,65o,123
775,Qs9c,Qs,9c,Offsuit,Q9o,83
776,Ad6d,Ad,6d,Suited,A6s,34
777,8h2h,8h,2h,Suited,82s,118
778,AdKs,Ad,Ks,Offsuit,AKo,11
779,Ks2c,Ks,2c,Offsuit,K2o,135
780,QhTh,Qh,Th,Suited,QTs,15
781,Qh7c,Qh,7c,Offsuit,Q7o,131
782,Ah6h,Ah,6h,Suited,A6s,34
783,Kc3d,Kc,3d,Offsuit,K3o,133
784,8s6h,8s,6h,Offsuit,86o,126
785,Kh8c,Kh,8c,Offsuit,K8o,112
786,9c4s,9c,4s,Offsuit,94o,164
787,AsKh,As,Kh,Offsuit,AKo,11
788,AsTh,As,Th,Offsuit,ATo,42
789,Qh6s,Qh,6s,Offsuit,Q6o,137
790,Jh8h,Jh,8h,Suited,J8s,41
791,7d3s,7d,3s,Offsuit,73o,161
792,Jd7c,Jd,7c,Offsuit,J7o,129
793,Th7c,Th,7c,Offsuit,T7o,124
794,7h6h,7h,6h,Suited,76s,56
795,8c7d,8c,7d,Offsuit,87o,114
796,3s2h,3s,2h,Offsuit,32o,159
797,AhQc,Ah,Qc,Offsuit,AQo,18
798,6s4d,6s,4d,Offsuit,64o,136
799,As9c,As,9c,Offsuit,A9o,76
800,Th2h,Th,2h,Suited,T2s,98
801,Ad2h,Ad,2h,Offsuit,A2o,117
802,Td9d,Td,9d,Suited,T9s,23
803,8h5s,8h,5s,Offsuit,85o,139
804,6c5d,6c,5d,Offsuit,65o,123
805,Ac7h,Ac,7h,Offsuit,A7o,102
806,Td7s,Td,7s,Offsuit,T7o,124
807,Qc5s,Qc,5s,Offsuit,Q5o,141
808,9d6h,9d,6h,Offsuit,96o,134
809,AhQh,Ah,Qh,Suited,AQs,6
810,AcJd,Ac,Jd,Offsuit,AJo,27
811,Tc9h,Tc,9h,Offsuit,T9o,73
812,Jh8d,Jh,8d,Offsuit,J8o,108
813,As2c,As,2c,Offsuit,A2o,117
814,Qh9h,Qh,9h,Suited,Q9s,25
815,As2s,As,2s,Suited,A2s,39
816,Qc5c,Qc,5c,Suited,Q5s,69
817,Jh5d,Jh,5d,Offsuit,J5o,149
818,Qd3h,Qd,3h,Offsuit,Q3o,144
819,7h7d,7d,7h,Pair,77,29
820,5c4s,5c,4s,Offsuit,54o,127
821,KsKc,Kc,Ks,Pair,KK,2
822,Jh3d,Jh,3d,Offsuit,J3o,153
823,7d4h,7d,4h,Offsuit,74o,145
824,Ad7c,Ad,7c,Offsuit,A7o,102
825,Ks2s,Ks,2s,Suited,K2s,60
826,4c2h,4c,2h,Offsuit,42o,154
827,4d2d,4d,2d,Suited,42s,97
828,Qc5h,Qc,5h,Offsuit,Q5o,141
829,7s3s,7s,3s,Suited,73s,103
830,Tc6h,Tc,6h,Offsuit,T6o,140
831,9c6h,9c,6h,Offsuit,96o,134
832,7h3d,7h,3d,Offsuit,73o,161
833,Kh7d,Kh,7d,Offsuit,K7o,122
834,Jd8d,Jd,8d,Suited,J8s,41
835,5d3c,5d,3c,Offsuit,53o,138
836,Jd3h,Jd,3h,Offsuit,J3o,153
837,8d4h,8d,4h,Offsuit,84o,156
838,Jc7s,Jc,7s,Offsuit,J7o,129
839,6h2d,6h,2d,Offsuit,62o,163
840,5d4s,5d,4s,Offsuit,54o,127
841,Jc3d,Jc,3d,Offsuit,J3o,153
842,Js9h,Js,9h,Offsuit,J9o,80
843,5h5d,5d,5h,Pair,55,46
844,7h6c,7h,6c,Offsuit,76o,121
845,As8d,As,8d,Offsuit,A8o,91
846,4s2s,4s,2s,Suited,42s,97
847,Kd8c,Kd,8c,Offsuit,K8o,112
848,ThTd,Td,Th,Pair,TT,10
849,9h4s,9h,4s,Offsuit,94o,164
850,Qc3s,Qc,3s,Offsuit,Q3o,144
851,KcTh,Kc,Th,Offsuit,KTo,45
852,Jc7d,Jc,7d,Offsuit,J7o,129
853,QsTc,Qs,Tc,Offsuit,QTo,49
854,AdQc,Ad,Qc,Offsuit,AQo,18
855,5c3h,5c,3h,Offsuit,53o,138
856,Kd3h,Kd,3h,Offsuit,K3o,133
857,Th3d,Th,3d,Offsuit,T3o,160
858,Ac2s,Ac,2s,Offsuit,A2o,117
859,Jc2h,Jc,2h,Offsuit,J2o,155
860,Qs4h,Qs,4h,Offsuit,Q4o,143
861,KsJh,Ks,Jh,Offsuit,KJo,31
862,QhQd,Qd,Qh,Pair,QQ,3
863,Kd8d,Kd,8d,Suited,K8s,37
864,Th6c,Th,6c,Offsuit,T6o,140
865,AsAc,Ac,As,Pair,AA,1
866,Qd9c,Qd,9c,Offsuit,Q9o,83
867,KhTc,Kh,Tc,Offsuit,KTo,45
868,Qc8s,Qc,8s,Offsuit,Q8o,115
869,As9h,As,9h,Offsuit,A9o,76
870,Ts7c,Ts,7c,Offsuit,T7o,124
871,Kh4c,Kh,4c,Offsuit,K4o,132
872,Th4h,Th,4h,Suited,T4s,95
873,JcTd,Jc,Td,Offsuit,JTo,47
874,7h5h,7h,5h,Suited,75s,67
875,Js8d,Js,8d,Offsuit,J8o,108
876,Th9d,Th,9d,Offsuit,T9o,73
877,Tc6d,Tc,6d,Offsuit,T6o,140
878,9h5d,9h,5d,Offsuit,95o,150
879,Qd8h,Qd,8h,Offsuit,Q8o,115
880,QsJd,Qs,Jd,Offsuit,QJo,35
881,Kd3c,Kd,3c,Offsuit,K3o,133
882,QdJc,Qd,Jc,Offsuit,QJo,35
883,Qd9s,Qd,9s,Offsuit,Q9o,83
884,9s4h,9s,4h,Offsuit,94o,164
885,Qs6h,Qs,6h,Offsuit,Q6o,137
886,QcTh,Qc,Th,Offsuit,QTo,49
887,9s9c,9c,9s,Pair,99,17
888,8h7s,8h,7s,Offsuit,87o,114
889,Tc8s,Tc,8s,Offsuit,T8o,100
890,Ah3c,Ah,3c,Offsuit,A3o,109
891,AhQd,Ah,Qd,Offsuit,AQo,18
892,6d3c,6d,3c,Offsuit,63o,148
893,Kd3s,Kd,3s,Offsuit,K3o,133
894,Js2c,Js,2c,Offsuit,J2o,155
895,3c2s,3c,2s,Offsuit,32o,159
896,Kd4s,Kd,4s,Offsuit,K4o,132
897,AhTs,Ah,Ts,Offsuit,ATo,42
898,8h4s,8h,4s,Offsuit,84o,156
899,7c6s,7c,6s,Offsuit,76o,121
900,Ts8s,Ts,8s,Suited,T8s,38
901,JhJd,Jd,Jh,Pair,JJ,5
902,5s5c,5c,5s,Pair,55,46
903,Qd6d,Qd,6d,Suited,Q6s,66
904,7c2s,7c,2s,Offsuit,72o,169
905,Jh4d,Jh,4d,Offsuit,J4o,152
906,Kh3d,Kh,3d,Offsuit,K3o,133
907,Ad4h,Ad,4h,Offsuit,A4o,104
908,6s4s,6s,4s,Suited,64s,70
909,As7h,As,7h,Offsuit,A7o,102
910,Jc2s,Jc,2s,Offsuit,J2o,155
911,Ac9d,Ac,9d,Offsuit,A9o,76
912,Tc3s,Tc,3s,Offsuit,T3o,160
913,6h2h,6h,2h,Suited,62s,110
914,QhJd,Qh,Jd,Offsuit,QJo,35
915,9d5h,9d,5h,Offsuit,95o,150
916,JdTc,Jd,Tc,Offsuit,JTo,47
917,AhAd,Ad,Ah,Pair,AA,1
918,Qd3c,Qd,3c,Offsuit,Q3o,144
919,Ks7c,Ks,7c,Offsuit,K7o,122
920,Qh5c,Qh,5c,Offsuit,Q5o,141
921,8c2h,8c,2h,Offsuit,82o,168
922,Kc6s,Kc,6s,Offsuit,K6o,125
923,8s7h,8s,7h,Offsuit,87o,114
924,Ad8s,Ad,8s,Offsuit,A8o,91
925,AdKc,Ad,Kc,Offsuit,AKo,11
926,QsJh,Qs,Jh,Offsuit,QJo,35
927,Qd5c,Qd,5c,Offsuit,Q5o,141
928,Tc9d,Tc,9d,Offsuit,T9o,73
929,2s2d,2d,2s,Pair,22,52
930,Ks5s,Ks,5s,Suited,K5s,55
931,9d6c,9d,6c,Offsuit,96o,134
932,Tc2d,Tc,2d,Offsuit,T2o,162
933,Qc9c,Qc,9c,Suited,Q9s,25
934,9c5h,9c,5h,Offsuit,95o,150
935,9s3d,9s,3d,Offsuit,93o,165
936,Jh4c,Jh,4c,Offsuit,J4o,152
937,Ac8h,Ac,8h,Offsuit,A8o,91
938,Jd7s,Jd,7s,Offsuit,J7o,129
939,5s2h,5s,2h,Offsuit,52o,151
940,5h4h,5h,4h,Suited,54s,65
941,8h6d,8h,6d,Offsuit,86o,126
942,Js3h,Js,3h,Offsuit,J3o,153
943,Ts7h,Ts,7h,Offsuit,T7o,124
944,QdQc,Qc,Qd,Pair,QQ,3
945,Td3s,Td,3s,Offsuit,T3o,160
946,Th3h,Th,3h,Suited,T3s,96
947,6d4c,6d,4c,Offsuit,64o,136
948,Ac7s,Ac,7s,Offsuit,A7o,102
949,Jd2s,Jd,2s,Offsuit,J2o,155
950,Kh5h,Kh,5h,Suited,K5s,55
951,KhKc,Kc,Kh,Pair,KK,2
952,Js6d,Js,6d,Offsuit,J6o,147
953,Td6c,Td,6c,Offsuit,T6o,140
954,KcQc,Kc,Qc,Suited,KQs,7
955,Ks5c,Ks,5c,Offsuit,K5o,128
956,TsTd,Td,Ts,Pair,TT,10
957,QdTd,Qd,Td,Suited,QTs,15
958,9s7s,9s,7s,Suited,97s,54
959,Kd7d,Kd,7d,Suited,K7s,44
960,Ah2s,Ah,2s,Offsuit,A2o,117
961,9s4s,9s,4s,Suited,94s,106
962,3c2d,3c,2d,Offsuit,32o,159
963,Ad5s,Ad,5s,Offsuit,A5o,101
964,5d3s,5d,3s,Offsuit,53o,138
965,Ad3h,Ad,3h,Offsuit,A3o,109
966,KdJd,Kd,Jd,Suited,KJs,9
967,Jh7s,Jh,7s,Offsuit,J7o,129
968,KcTs,Kc,Ts,Offsuit,KTo,45
969,7c4c,7c,4c,Suited,74s,85
970,Qd2d,Qd,2d,Suited,Q2s,75
971,Ks4d,Ks,4d,Offsuit,K4o,132
972,9s7c,9s,7c,Offsuit,97o,119
973,8s6s,8s,6s,Suited,86s,62
974,Jc5c,Jc,5c,Suited,J5s,82
975,Kd8h,Kd,8h,Offsuit,K8o,112
976,Js9c,Js,9c,Offsuit,J9o,80
977,Qs5d,Qs,5d,Offsuit,Q5o,141
978,Qs8d,Qs,8d,Offsuit,Q8o,115
979,AhKc,Ah,Kc,Offsuit,AKo,11
980,6d5h,6d,5h,Offsuit,65o,123
981,9s2s,9s,2s,Suited,92s,111
982,Kd7h,Kd,7h,Offsuit,K7o,122
983,9s2c,9s,2c,Offsuit,92o,166
984,Jh8s,Jh,8s,Offsuit,J8o,108
985,6h3c,6h,3c,Offsuit,63o,148
986,Js3s,Js,3s,Suited,J3s,87
987,Qc2s,Qc,2s,Offsuit,Q2o,146
988,Qh6d,Qh,6d,Offsuit,Q6o,137
989,Qs6d,Qs,6d,Offsuit,Q6o,137
990,8h8d,8d,8h,Pair,88,21
991,Qc6c,Qc,6c,Suited,Q6s,66
992,7d2c,7d,2c,Offsuit,72o,169
993,9d2s,9d,2s,Offsuit,92o,166
994,5c2s,5c,2s,Offsuit,52o,151
995,Kd5c,Kd,5c,Offsuit,K5o,128
996,Td6d,Td,6d,Suited,T6s,74
997,9s7d,9s,7d,Offsuit,97o,119
998,7h6s,7h,6s,Offsuit,76o,121
999,8d4c,8d,4c,Offsuit,84o,156
1000,5d4c,5d,4c,Offsuit,54o,127
1001,AdTs,Ad,Ts,Offsuit,ATo,42
1002,Ks9c,Ks,9c,Offsuit,K9o,81
1003,4h2h,4h,2h,Suited,42s,97
1004,9s8s,9s,8s,Suited,98s,40
1005,5c2c,5c,2c,Suited,52s,92
1006,7s7h,7h,7s,Pair,77,29
1007,Qd2s,Qd,2s,Offsuit,Q2o,146
1008,Ah6s,Ah,6s,Offsuit,A6o,113
1009,8d6c,8d,6c,Offsuit,86o,126
1010,Tc5d,Tc,5d,Offsuit,T5o,157
1011,QcJc,Qc,Jc,Suited,QJs,13
1012,KdQc,Kd,Qc,Offsuit,KQo,20
1013,Ac2h,Ac,2h,Offsuit,A2o,117
1014,Ad9s,Ad,9s,Offsuit,A9o,76
1015,Ad3s,Ad,3s,Offsuit,A3o,109
1016,9d4c,9d,4c,Offsuit,94o,164
1017,7s3h,7s,3h,Offsuit,73o,161
1018,Qc2d,Qc,2d,Offsuit,Q2o,146
1019,9d7c,9d,7c,Offsuit,97o,119
1020,8d5s,8d,5s,Offsuit,85o,139
1021,Tc7h,Tc,7h,Offsuit,T7o,124
1022,Jd6c,Jd,6c,Offsuit,J6o,147
1023,Td8s,Td,8s,Offsuit,T8o,100
1024,JsTd,Js,Td,Offsuit,JTo,47
1025,8s7d,8s,7d,Offsuit,87o,114
1026,As4c,As,4c,Offsuit,A4o,104
1027,Qd5h,Qd,5h,Offsuit,Q5o,141
1028,8c7s,8c,7s,Offsuit,87o,114
1029,2s2c,2c,2s,Pair,22,52
1030,9d5c,9d,5c,Offsuit,95o,150
1031,AcQh,Ac,Qh,Offsuit,AQo,18
1032,8d7c,8d,7c,Offsuit,87o,114
1033,5s3h,5s,3h,Offsuit,53o,138
1034,8h5c,8h,5c,Offsuit,85o,139
1035,9h7c,9h,7c,Offsuit,97o,119
1036,AdTd,Ad,Td,Suited,ATs,12
1037,Qc4h,Qc,4h,Offsuit,Q4o,143
1038,8d2d,8d,2d,Suited,82s,118
1039,Kc8h,Kc,8h,Offsuit,K8o,112
1040,7d4c,7d,4c,Offsuit,74o,145
1041,Td6s,Td,6s,Offsuit,T6o,140
1042,Kd7s,Kd,7s,Offsuit,K7o,122
1043,KcQs,Kc,Qs,Offsuit,KQo,20
1044,Ah2d,Ah,2d,Offsuit,A2o,117
1045,Ad7h,Ad,7h,Offsuit,A7o,102
1046,8s5d,8s,5d,Offsuit,85o,139
1047,9h7h,9h,7h,Suited,97s,54
1048,4h3c,4h,3c,Offsuit,43o,142
1049,Th4d,Th,4d,Offsuit,T4o,158
1050,Qs4d,Qs,4d,Offsuit,Q4o,143
1051,As4h,As,4h,Offsuit,A4o,104
1052,7s5c,7s,5c,Offsuit,75o,130
1053,As6s,As,6s,Suited,A6s,34
1054,Qd7h,Qd,7h,Offsuit,Q7o,131
1055,Qs8h,Qs,8h,Offsuit,Q8o,115
1056,Kc5h,Kc,5h,Offsuit,K5o,128
1057,Jh3h,Jh,3h,Suited,J3s,87
1058,8h3d,8h,3d,Offsuit,83o,167
1059,3h3c,3c,3h,Pair,33,51
1060,9h8c,9h,8c,Offsuit,98o,99
1061,QhJs,Qh,Js,Offsuit,QJo,35
1062,8c5c,8c,5c,Suited,85s,78
1063,8h7c,8h,7c,Offsuit,87o,114
1064,Ad9d,Ad,9d,Suited,A9s,19
1065,8d6h,8d,6h,Offsuit,86o,126
1066,KhKd,Kd,Kh,Pair,KK,2
1067,9c4h,9c,4h,Offsuit,94o,164
1068,3h2h,3h,2h,Suited,32s,105
1069,Qd9h,Qd,9h,Offsuit,Q9o,83
1070,Tc4h,Tc,4h,Offsuit,T4o,158
1071,Js7c,Js,7c,Offsuit,J7o,129
1072,Qs7c,Qs,7c,Offsuit,Q7o,131
1073,Qs2h,Qs,2h,Offsuit,Q2o,146
1074,Ks6c,Ks,6c,Offsuit,K6o,125
1075,As6h,As,6h,Offsuit,A6o,113
1076,9d8c,9d,8c,Offsuit,98o,99
1077,4s4c,4c,4s,Pair,44,50
1078,6s3s,6s,3s,Suited,63s,90
1079,Qs5s,Qs,5s,Suited,Q5s,69
1080,8d2c,8d,2c,Offsuit,82o,168
1081,Tc6c,Tc,6c,Suited,T6s,74
1082,Kh7c,Kh,7c,Offsuit,K7o,122
1083,Td3d,Td,3d,Suited,T3s,96
1084,Ts6h,Ts,6h,Offsuit,T6o,140
1085,Jc7c,Jc,7c,Suited,J7s,64
1086,6h5h,6h,5h,Suited,65s,63
1087,8h2d,8h,2d,Offsuit,82o,168
1088,Kd4d,Kd,4d,Suited,K4s,58
1089,Qc8c,Qc,8c,Suited,Q8s,43
1090,Ah4h,Ah,4h,Suited,A4s,32
1091,9c4d,9c,4d,Offsuit,94o,164
1092,4s3d,4s,3d,Offsuit,43o,142
1093,Kh2d,Kh,2d,Offsuit,K2o,135
1094,5s2c,5s,2c,Offsuit,52o,151
1095,JdJc,Jc,Jd,Pair,JJ,5
1096,7h3h,7h,3h,Suited,73s,103
1097,Js5c,Js,5c,Offsuit,J5o,149
1098,Ah9s,Ah,9s,Offsuit,A9o,76
1099,KcTc,Kc,Tc,Suited,KTs,14
1100,Kc3s,Kc,3s,Offsuit,K3o,133
1101,8d5d,8d,5d,Suited,85s,78
1102,Td7c,Td,7c,Offsuit,T7o,124
1103,Td2c,Td,2c,Offsuit,T2o,162
1104,Td4s,Td,4s,Offsuit,T4o,158
1105,Kh3h,Kh,3h,Suited,K3s,59
1106,Kh3c,Kh,3c,Offsuit,K3o,133
1107,6s2h,6s,2h,Offsuit,62o,163
1108,8s7c,8s,7c,Offsuit,87o,114
